input1;input2;target
6399;1867;8266
6927;5343;12270
6914;6402;13316
1420;382;1802
8700;6700;15400
6829;9972;16801
7451;720;8171
191;3738;3929
7785;6733;14518
9491;5958;15449
3743;2911;6654
7133;1471;8604
4048;8772;12820
7900;4161;12061
849;3113;3962
2437;4008;6445
4504;4811;9315
4492;9445;13937
9079;5008;14087
3719;5398;9117
6081;2255;8336
1263;6587;7850
679;2446;3125
454;5928;6382
4164;2553;6717
5330;4933;10263
620;3233;3853
3546;2969;6515
686;7459;8145
8807;1480;10287
9808;3954;13762
1340;9779;11119
5527;2590;8117
7041;5537;12578
7100;6757;13857
9448;193;9641
358;2545;2903
3073;3391;6464
622;3663;4285
5194;8698;13892
2670;2914;5584
1242;4913;6155
7029;8227;15256
1566;8417;9983
2711;58;2769
4255;6278;10533
7968;4904;12872
5216;9407;14623
1819;5409;7228
9085;3399;12484
3232;2438;5670
7224;4649;11873
4738;2633;7371
9412;4828;14240
8676;7927;16603
4079;2179;6258
2602;331;2933
9936;2087;12023
8080;1662;9742
3985;3260;7245
4439;2845;7284
7401;6807;14208
1491;1779;3270
8924;178;9102
7209;7319;14528
8821;4335;13156
961;7357;8318
346;3114;3460
1228;2250;3478
6681;1913;8594
6532;8893;15425
6638;4402;11040
2253;4206;6459
8550;3032;11582
2391;7348;9739
3117;6503;9620
3705;2937;6642
4094;4245;8339
3730;5397;9127
6247;6518;12765
7308;768;8076
1923;9010;10933
6302;6450;12752
4633;3767;8400
6508;6714;13222
9202;1064;10266
5471;3984;9455
4812;5063;9875
2341;8002;10343
2793;7993;10786
6392;3923;10315
5652;9290;14942
5926;9869;15795
1472;7401;8873
2115;5802;7917
1770;8004;9774
8810;3637;12447
1791;2511;4302
4616;9776;14392
501;2427;2928
9636;5765;15401
8199;6890;15089
8233;4017;12250
9872;8575;18447
5361;3728;9089
6012;1046;7058
5314;7776;13090
9955;445;10400
4478;9704;14182
2528;6317;8845
2136;5611;7747
9667;4880;14547
3203;8560;11763
5714;8343;14057
8272;5342;13614
2223;29;2252
4561;9100;13661
6125;7363;13488
1252;4795;6047
8061;7912;15973
6231;8479;14710
7182;1841;9023
5352;7139;12491
1765;5398;7163
4173;8533;12706
246;1112;1358
452;4243;4695
9972;3077;13049
2642;2020;4662
5240;1966;7206
1249;5053;6302
283;1659;1942
3216;5889;9105
6153;3519;9672
7491;7766;15257
2543;5019;7562
2187;8156;10343
1549;1581;3130
4271;3394;7665
7290;8327;15617
9088;548;9636
6696;9997;16693
7342;530;7872
2020;4874;6894
4347;6687;11034
6311;9993;16304
3001;7358;10359
7976;1537;9513
1393;109;1502
8690;3513;12203
2412;8169;10581
3841;2721;6562
8637;9299;17936
965;7480;8445
6871;2667;9538
9451;8783;18234
5418;6343;11761
8535;3554;12089
3390;823;4213
9448;4152;13600
7925;3027;10952
3248;3841;7089
4792;7250;12042
815;8465;9280
8014;6191;14205
12;9796;9808
7316;1321;8637
3102;923;4025
1911;9861;11772
7840;7949;15789
6715;5312;12027
416;4247;4663
7735;8111;15846
5053;8065;13118
5112;9070;14182
5734;5176;10910
8689;5792;14481
9052;6197;15249
7536;4332;11868
6772;8520;15292
744;5183;5927
1695;4158;5853
6956;1762;8718
8600;7381;15981
5034;7039;12073
4105;5334;9439
959;4636;5595
1778;4360;6138
2261;1047;3308
2578;4879;7457
1165;3944;5109
3236;4755;7991
2483;5597;8080
1461;4294;5755
4381;3893;8274
8208;8437;16645
5339;9642;14981
3973;8779;12752
3907;5914;9821
963;7010;7973
6887;196;7083
1477;963;2440
8095;9470;17565
4195;489;4684
2065;8509;10574
4098;4654;8752
1269;1932;3201
5713;2890;8603
6520;501;7021
6316;3953;10269
186;1969;2155
7411;8881;16292
5544;1695;7239
8453;1245;9698
5779;2851;8630
5067;788;5855
7871;1923;9794
2827;6651;9478
8732;8889;17621
7558;1684;9242
2317;1501;3818
2384;647;3031
4784;1406;6190
3236;8446;11682
247;4311;4558
2586;460;3046
7629;7688;15317
1222;7929;9151
2418;7827;10245
4645;2129;6774
8269;895;9164
5247;4304;9551
222;8008;8230
728;8681;9409
4703;98;4801
4061;929;4990
5842;1532;7374
4805;1166;5971
7129;1361;8490
6090;8139;14229
624;8360;8984
6414;4431;10845
6048;1594;7642
2378;7484;9862
7384;555;7939
2546;6954;9500
1578;3284;4862
1921;8703;10624
7198;4149;11347
512;2865;3377
1409;2614;4023
1224;2709;3933
5294;6749;12043
4055;8654;12709
8303;9174;17477
4947;3441;8388
2278;1296;3574
1487;8582;10069
520;1519;2039
25;6939;6964
7629;8217;15846
9749;6927;16676
1735;5213;6948
9703;6152;15855
9538;5477;15015
2155;2056;4211
1556;8069;9625
895;4934;5829
9128;858;9986
2048;4768;6816
4809;9166;13975
2732;6399;9131
2205;8773;10978
9451;7541;16992
6956;1546;8502
7392;6001;13393
1288;8794;10082
7624;6965;14589
4509;765;5274
7512;2572;10084
8209;7011;15220
9105;8688;17793
8189;6420;14609
9952;2704;12656
3722;6128;9850
8851;4766;13617
4740;9967;14707
6957;2742;9699
5666;8212;13878
5156;610;5766
7776;2182;9958
7051;5280;12331
2358;3072;5430
8009;4466;12475
6066;9538;15604
2707;1046;3753
2006;4440;6446
2136;3507;5643
8101;6746;14847
1871;9478;11349
4713;5286;9999
2810;7392;10202
4086;8168;12254
2833;5800;8633
2616;7403;10019
4085;9584;13669
6001;8565;14566
432;1655;2087
4808;4978;9786
3116;9497;12613
8205;9950;18155
5444;5464;10908
6829;3711;10540
6598;6992;13590
2659;9534;12193
6220;2768;8988
8853;8200;17053
2725;571;3296
2639;2474;5113
9442;5361;14803
2415;7080;9495
6118;7741;13859
7400;3684;11084
6973;2397;9370
2498;5143;7641
9176;9481;18657
2163;4540;6703
1536;44;1580
6013;2024;8037
7431;7962;15393
171;1029;1200
6260;9870;16130
8370;3863;12233
73;7450;7523
6128;8564;14692
3189;974;4163
109;9888;9997
2784;6934;9718
6761;3834;10595
4967;7244;12211
7611;5383;12994
4924;344;5268
7480;73;7553
9307;3771;13078
7529;7267;14796
4467;26;4493
251;1616;1867
3431;9517;12948
2651;7880;10531
2039;3384;5423
431;9905;10336
3393;276;3669
5949;8287;14236
3365;706;4071
8624;5277;13901
9819;4885;14704
6483;9313;15796
2953;3338;6291
5451;265;5716
6324;3052;9376
8219;1327;9546
7779;3578;11357
9989;5693;15682
1035;4386;5421
196;8584;8780
5114;2215;7329
9307;7322;16629
5493;4508;10001
4020;2786;6806
5550;3537;9087
4183;1755;5938
890;1905;2795
8666;759;9425
1033;9425;10458
5176;7350;12526
3796;9486;13282
5352;8213;13565
8108;203;8311
3735;2310;6045
5235;4612;9847
6079;2891;8970
7986;7178;15164
2186;2315;4501
7912;767;8679
9942;9623;19565
2235;7302;9537
6985;3704;10689
7780;1353;9133
2964;9870;12834
8963;2080;11043
1539;5947;7486
3290;3051;6341
3437;6618;10055
5760;4138;9898
1286;221;1507
2444;4065;6509
6380;6445;12825
4876;7361;12237
1675;5954;7629
8326;7137;15463
8560;4487;13047
479;6074;6553
6678;1509;8187
3756;1343;5099
8472;525;8997
2836;3994;6830
9152;6195;15347
7642;6839;14481
9135;6903;16038
9060;7334;16394
7755;8787;16542
7312;4774;12086
4597;2806;7403
1643;5249;6892
6866;9061;15927
395;6393;6788
1998;359;2357
7597;8266;15863
5276;6535;11811
1393;195;1588
2561;8982;11543
5912;4241;10153
8974;2165;11139
8273;5607;13880
6734;3749;10483
9037;2317;11354
3942;7217;11159
4586;9125;13711
9783;1756;11539
3090;3019;6109
8922;6670;15592
7639;4675;12314
7319;1593;8912
3330;4078;7408
8246;6886;15132
9684;5591;15275
7250;9106;16356
1861;8734;10595
6014;7028;13042
1679;1320;2999
7486;3058;10544
8217;4023;12240
8925;3400;12325
8677;1472;10149
6109;6035;12144
4319;4356;8675
9012;3502;12514
9435;8454;17889
4522;1311;5833
7898;4291;12189
3406;7544;10950
8335;4782;13117
7749;4978;12727
3830;3831;7661
2610;3486;6096
6650;2610;9260
8122;3692;11814
7660;3381;11041
1588;277;1865
1187;5827;7014
4891;6539;11430
2089;68;2157
4557;2858;7415
321;2133;2454
9113;7009;16122
4556;4586;9142
1036;1768;2804
1379;9299;10678
3790;4312;8102
1681;7137;8818
8894;6912;15806
3316;8335;11651
8900;8736;17636
8242;661;8903
9577;2612;12189
5541;2298;7839
2698;757;3455
9708;9076;18784
9569;7562;17131
7337;5164;12501
9978;2973;12951
4317;4949;9266
7334;3031;10365
7491;1588;9079
953;4544;5497
6658;4416;11074
4756;4385;9141
9149;7748;16897
4654;9037;13691
142;9288;9430
6339;3539;9878
6056;5142;11198
4555;2038;6593
971;4315;5286
1751;6037;7788
4327;852;5179
4696;5374;10070
8518;3046;11564
3920;3241;7161
2510;2179;4689
4386;3759;8145
1380;6201;7581
3192;150;3342
1594;9553;11147
4327;9877;14204
431;1960;2391
2829;7324;10153
6212;2698;8910
8179;7111;15290
1609;9425;11034
5699;4600;10299
6272;27;6299
4780;5289;10069
581;9938;10519
8522;4614;13136
6271;3428;9699
1456;3019;4475
8139;7524;15663
6698;2709;9407
680;6058;6738
3131;5102;8233
5847;3781;9628
5660;3261;8921
8915;5529;14444
9963;4129;14092
7353;4097;11450
1280;6480;7760
3910;1852;5762
4268;5268;9536
8595;7611;16206
5382;3743;9125
9056;1674;10730
3075;4040;7115
471;5690;6161
2562;4805;7367
5550;6122;11672
8189;8936;17125
9026;6268;15294
7868;3034;10902
7344;743;8087
6684;6246;12930
9880;8591;18471
724;5816;6540
6162;6422;12584
9443;6707;16150
227;4251;4478
1402;2242;3644
4602;1625;6227
247;3855;4102
3169;1514;4683
5309;1071;6380
6448;6858;13306
591;4310;4901
5319;6516;11835
1497;2208;3705
3555;7696;11251
1747;2790;4537
9287;566;9853
594;7920;8514
1214;393;1607
599;4558;5157
6268;9118;15386
6084;3967;10051
1713;6356;8069
9249;5022;14271
4782;5607;10389
2984;1568;4552
7726;6680;14406
4220;411;4631
1164;8634;9798
972;1209;2181
681;6916;7597
4933;5763;10696
3974;9644;13618
1476;4196;5672
9983;5826;15809
8336;9027;17363
2682;8200;10882
6917;4226;11143
2264;6543;8807
2728;7574;10302
3986;1373;5359
7333;3721;11054
5673;9070;14743
4625;199;4824
9473;5233;14706
1203;8239;9442
571;1316;1887
8704;3825;12529
8558;2680;11238
1858;6912;8770
5364;8315;13679
7558;6699;14257
9923;973;10896
6051;5548;11599
1045;9476;10521
9103;7542;16645
8129;3666;11795
8422;5369;13791
5349;8311;13660
1199;8937;10136
7226;9461;16687
2497;507;3004
4806;6301;11107
8682;2772;11454
9809;7001;16810
2959;6210;9169
6075;497;6572
7364;1690;9054
4651;159;4810
4592;8838;13430
5753;8131;13884
7787;4664;12451
2561;3342;5903
7366;4446;11812
3514;3623;7137
6675;494;7169
9270;4339;13609
8385;5092;13477
8399;4199;12598
9265;8960;18225
8785;9195;17980
4379;2802;7181
8397;9159;17556
7391;6347;13738
2163;3738;5901
8776;1581;10357
9151;7785;16936
2514;3834;6348
3221;6857;10078
3376;8351;11727
5861;1683;7544
3367;9745;13112
4082;8950;13032
8885;1717;10602
2577;5182;7759
4536;3958;8494
5777;2046;7823
7960;6485;14445
6870;5948;12818
8620;1741;10361
8786;1110;9896
3409;7638;11047
1036;5135;6171
2663;5897;8560
9160;8111;17271
5468;5041;10509
5434;2268;7702
2357;211;2568
5732;949;6681
7800;2206;10006
9085;8556;17641
5682;9632;15314
8747;8926;17673
1687;3168;4855
8827;4971;13798
5568;510;6078
5567;266;5833
9056;7593;16649
2345;3680;6025
9912;4210;14122
1226;2531;3757
7053;4099;11152
2072;3938;6010
8801;2673;11474
8715;3884;12599
493;3730;4223
8984;3617;12601
2580;2307;4887
6363;4884;11247
3252;9955;13207
2702;478;3180
2937;2544;5481
9853;959;10812
3360;1856;5216
4942;3403;8345
2866;6598;9464
6313;8139;14452
453;7845;8298
7838;3432;11270
6584;1739;8323
2260;4393;6653
6416;9608;16024
2091;599;2690
3597;9718;13315
90;8715;8805
6821;2975;9796
237;1972;2209
2734;2858;5592
4580;1935;6515
3714;5523;9237
3278;3931;7209
5951;9754;15705
7458;6265;13723
3141;4844;7985
6347;1498;7845
1278;9282;10560
6471;3329;9800
7283;2203;9486
5612;9188;14800
3779;6980;10759
3465;5325;8790
5438;3618;9056
7227;7737;14964
7282;1065;8347
9800;10;9810
969;49;1018
2950;9509;12459
769;3259;4028
2981;1820;4801
3103;7977;11080
7541;5425;12966
5033;3275;8308
6950;4444;11394
6655;2273;8928
4725;1223;5948
8088;910;8998
2041;9471;11512
1610;9871;11481
9441;371;9812
8274;5675;13949
2757;9119;11876
5819;88;5907
9609;7602;17211
804;4472;5276
8444;6775;15219
8842;2001;10843
631;2482;3113
8612;1084;9696
9337;6828;16165
1594;2306;3900
8219;5091;13310
2287;6246;8533
3253;4100;7353
6039;9821;15860
6637;9659;16296
4402;4932;9334
8148;7420;15568
3226;9632;12858
5176;7646;12822
5666;8905;14571
4070;7208;11278
6972;2960;9932
3889;980;4869
1285;516;1801
3106;5958;9064
862;8400;9262
7149;1840;8989
8715;3203;11918
5396;1223;6619
9452;7397;16849
9844;6352;16196
8665;2877;11542
8299;2150;10449
4968;6898;11866
2986;8553;11539
1142;2681;3823
6668;790;7458
454;6581;7035
1062;1086;2148
3298;1340;4638
6721;8192;14913
8206;1211;9417
2070;9790;11860
1322;5541;6863
5218;5753;10971
7172;6894;14066
6932;4812;11744
5200;1611;6811
5691;2309;8000
7092;1213;8305
9364;2695;12059
9317;9360;18677
6969;6078;13047
9963;5275;15238
1518;6122;7640
2284;4321;6605
7648;1442;9090
4134;4067;8201
7315;9721;17036
2434;6216;8650
1449;9994;11443
3870;588;4458
5195;4758;9953
1805;9283;11088
2682;4034;6716
2604;797;3401
4262;1779;6041
7300;2771;10071
1492;1051;2543
1999;263;2262
3423;3858;7281
3417;3607;7024
3053;2973;6026
829;4733;5562
4917;135;5052
353;1920;2273
8304;1702;10006
2221;4287;6508
4319;9782;14101
451;934;1385
4416;9574;13990
6472;8885;15357
33;420;453
9435;6993;16428
182;819;1001
5457;6714;12171
1909;3485;5394
5530;2593;8123
4553;5950;10503
2304;3682;5986
6987;5609;12596
3122;7409;10531
7223;7889;15112
2321;9117;11438
1794;27;1821
9382;1270;10652
3677;9738;13415
6814;4943;11757
4130;6399;10529
115;8689;8804
8266;7311;15577
6969;6244;13213
2465;6084;8549
5749;4096;9845
5021;6140;11161
2166;3797;5963
3513;3492;7005
4296;9702;13998
8162;1835;9997
2422;4488;6910
15;6554;6569
9606;8503;18109
9961;7764;17725
7496;4713;12209
1876;516;2392
3226;9935;13161
2715;9194;11909
6045;5407;11452
8685;8514;17199
3238;8684;11922
2308;3725;6033
2060;5741;7801
1911;6343;8254
4834;2578;7412
1703;1407;3110
7753;8606;16359
2560;8307;10867
6319;1867;8186
2759;4229;6988
9097;888;9985
9937;5680;15617
8958;8744;17702
3303;9162;12465
5945;3330;9275
2692;2979;5671
465;9113;9578
9731;8559;18290
9388;1823;11211
5162;688;5850
7223;6523;13746
4564;8175;12739
2913;9779;12692
8156;5367;13523
1319;2195;3514
446;4797;5243
2303;8749;11052
401;9782;10183
6446;8695;15141
8500;5146;13646
3164;457;3621
7134;9032;16166
4975;5056;10031
5144;8132;13276
4145;2221;6366
160;1095;1255
2053;9100;11153
4099;8776;12875
8548;1052;9600
1935;200;2135
7096;8997;16093
2370;6930;9300
7470;267;7737
2900;2377;5277
85;566;651
9130;7344;16474
9227;4948;14175
4987;5316;10303
2083;1974;4057
4390;7594;11984
4340;3122;7462
463;4563;5026
2970;5923;8893
1490;8038;9528
1674;4643;6317
9929;1701;11630
9795;2475;12270
9736;1591;11327
9907;4391;14298
2970;4949;7919
4175;4118;8293
9248;5297;14545
7578;550;8128
4036;1393;5429
8622;2574;11196
1952;7175;9127
5465;9934;15399
8290;4579;12869
3756;5472;9228
9420;7250;16670
6670;8182;14852
897;7143;8040
8903;2883;11786
4858;8960;13818
3652;3251;6903
2941;608;3549
4212;2681;6893
3866;7914;11780
7850;4002;11852
9135;5907;15042
8021;311;8332
5869;9036;14905
3217;6920;10137
6234;4341;10575
6529;4688;11217
4008;9658;13666
116;8048;8164
9509;4901;14410
464;7125;7589
6740;2736;9476
4751;4924;9675
8656;4440;13096
3179;1736;4915
8661;4139;12800
4389;6310;10699
9201;8020;17221
4933;4498;9431
3360;899;4259
6839;2149;8988
9717;3134;12851
2570;4167;6737
1732;1793;3525
1415;1784;3199
3375;5461;8836
5545;9315;14860
2365;7998;10363
10;1171;1181
7621;383;8004
4604;246;4850
7293;7297;14590
315;2133;2448
9128;3634;12762
9435;4561;13996
3014;1153;4167
6303;6069;12372
1185;9854;11039
9599;2763;12362
1272;668;1940
3796;8344;12140
4848;7678;12526
5269;8640;13909
2874;8095;10969
1307;2498;3805
8597;5784;14381
4203;1533;5736
6283;4212;10495
6745;6455;13200
951;6172;7123
6584;1540;8124
5558;9570;15128
2662;5413;8075
8889;1309;10198
708;8599;9307
1106;3386;4492
3198;6577;9775
4503;3082;7585
4170;7787;11957
9363;2004;11367
6486;9642;16128
9354;39;9393
5329;7818;13147
323;6117;6440
908;4232;5140
6500;4947;11447
5954;5122;11076
411;6075;6486
7535;2438;9973
7556;9605;17161
8349;7724;16073
2491;1299;3790
4349;8494;12843
1662;6367;8029
2661;7737;10398
5523;2481;8004
2102;8779;10881
8694;6773;15467
1334;9310;10644
7765;8281;16046
9514;1635;11149
287;6553;6840
3941;9504;13445
3678;9901;13579
2034;4360;6394
474;4412;4886
2322;5001;7323
4847;1962;6809
3665;2202;5867
8415;5338;13753
981;1510;2491
9334;5519;14853
853;934;1787
6250;6956;13206
571;1723;2294
7498;373;7871
399;4774;5173
5203;8495;13698
41;3076;3117
4689;6276;10965
7061;4290;11351
1748;3072;4820
8764;574;9338
9913;1660;11573
3370;2381;5751
381;9549;9930
6120;5419;11539
2827;890;3717
9710;6384;16094
1298;8000;9298
4295;1521;5816
1862;3758;5620
6304;5690;11994
2079;9722;11801
8630;8525;17155
7841;1353;9194
6051;7227;13278
7639;632;8271
3149;5428;8577
4199;1777;5976
9701;2908;12609
3334;82;3416
138;1656;1794
3181;4814;7995
3123;9712;12835
5006;6579;11585
7702;5196;12898
5269;9819;15088
9593;1709;11302
7306;9918;17224
294;216;510
1440;4253;5693
1779;7128;8907
44;5515;5559
3930;612;4542
1642;5465;7107
6570;2824;9394
7889;5377;13266
2030;5375;7405
8263;6449;14712
1098;5095;6193
7293;8117;15410
1816;6043;7859
6220;7047;13267
7941;3177;11118
2306;9929;12235
9115;1026;10141
8623;3232;11855
5650;1770;7420
1100;2771;3871
3803;401;4204
4433;1611;6044
9518;4171;13689
8107;4632;12739
4379;2597;6976
7887;2388;10275
46;9886;9932
7509;9172;16681
9780;1633;11413
8334;8513;16847
3554;2565;6119
4399;3972;8371
8592;6394;14986
8960;8482;17442
8310;5928;14238
2635;2189;4824
3071;1865;4936
7258;311;7569
7229;9950;17179
9802;814;10616
4932;3181;8113
9862;7418;17280
5918;4430;10348
4476;915;5391
7064;5967;13031
6230;6066;12296
1597;6373;7970
1821;2561;4382
6023;3986;10009
2721;5015;7736
5372;9846;15218
1092;6945;8037
5091;4546;9637
4926;2331;7257
9073;2085;11158
4985;5718;10703
6658;4760;11418
128;166;294
6809;8507;15316
8518;2624;11142
9848;1220;11068
5071;5635;10706
6716;4765;11481
383;7672;8055
1646;9497;11143
7899;3914;11813
1547;3656;5203
4766;262;5028
8877;7367;16244
8136;3125;11261
4140;226;4366
6704;3658;10362
312;5015;5327
8799;7171;15970
839;2433;3272
3170;7105;10275
7566;7865;15431
3042;3379;6421
7988;1988;9976
5933;9741;15674
6190;4531;10721
9505;410;9915
6101;8833;14934
1310;3587;4897
6482;2863;9345
7860;5553;13413
7047;9356;16403
3092;5418;8510
1872;5771;7643
4386;7199;11585
8600;3659;12259
3169;250;3419
656;6876;7532
6616;7572;14188
8645;8581;17226
5560;3007;8567
8418;4773;13191
3493;7953;11446
7012;4776;11788
7088;2669;9757
5690;8027;13717
9455;9143;18598
1409;3319;4728
7756;1257;9013
9741;5973;15714
1663;8962;10625
6153;2660;8813
7890;394;8284
7252;4151;11403
7752;9330;17082
8050;727;8777
4382;2574;6956
5092;6859;11951
751;5406;6157
5527;3444;8971
3046;1998;5044
5941;1045;6986
9909;7078;16987
4998;9118;14116
3806;8376;12182
2475;6052;8527
4408;4987;9395
7206;4252;11458
2357;5228;7585
3651;1923;5574
5399;7155;12554
4288;2173;6461
534;5514;6048
373;1855;2228
3372;3867;7239
8036;4991;13027
5532;5426;10958
2708;9510;12218
3673;6700;10373
571;4121;4692
6580;3084;9664
2117;1992;4109
151;5328;5479
7903;6022;13925
3896;4968;8864
3147;1457;4604
9670;7948;17618
8178;6951;15129
149;6521;6670
184;9893;10077
6730;6248;12978
4732;6280;11012
27;9352;9379
4619;3019;7638
2262;6864;9126
393;3543;3936
5956;5766;11722
3306;8605;11911
9144;2616;11760
7310;4595;11905
6190;8570;14760
5494;9436;14930
1673;910;2583
8148;1833;9981
9114;6314;15428
6885;8189;15074
3152;9312;12464
1110;9424;10534
5913;8314;14227
3364;4125;7489
1793;7916;9709
4703;1135;5838
2614;2168;4782
5768;8617;14385
7318;4493;11811
5017;7294;12311
4556;7528;12084
440;2339;2779
6647;3478;10125
12;8469;8481
260;620;880
5680;9185;14865
5852;3986;9838
5821;7800;13621
2200;9968;12168
1732;683;2415
8023;4789;12812
5117;5013;10130
3221;3987;7208
2472;6068;8540
8474;652;9126
5968;8804;14772
3533;2152;5685
8614;4397;13011
1197;1681;2878
7606;339;7945
2101;7890;9991
6815;6049;12864
3562;432;3994
7825;6308;14133
5384;6226;11610
6533;8549;15082
2104;3156;5260
499;8880;9379
51;7348;7399
400;6215;6615
2794;4995;7789
5273;6300;11573
8986;9841;18827
9611;7929;17540
3563;1725;5288
3560;2876;6436
8844;7885;16729
4821;8233;13054
223;2404;2627
2208;7874;10082
81;1611;1692
6757;5120;11877
9676;968;10644
9276;7941;17217
6886;2198;9084
5998;694;6692
1577;5549;7126
3;914;917
3988;52;4040
3511;2906;6417
5976;2550;8526
5226;76;5302
8582;1537;10119
2400;3195;5595
3727;7033;10760
5890;2944;8834
8189;6641;14830
1328;5111;6439
7919;6280;14199
2104;9391;11495
4658;8351;13009
6727;8601;15328
6290;7156;13446
6027;5646;11673
5814;5625;11439
3257;9051;12308
2143;1042;3185
4481;3311;7792
4952;3602;8554
7313;549;7862
9953;9506;19459
5534;7930;13464
6809;1321;8130
566;5105;5671
2894;7818;10712
1958;2549;4507
5435;1990;7425
4052;7943;11995
1825;1402;3227
339;8272;8611
4174;3247;7421
5492;3487;8979
4471;1171;5642
8780;9333;18113
7629;6702;14331
1429;2143;3572
7656;2253;9909
654;3743;4397
5096;6012;11108
5596;3605;9201
3990;3976;7966
4016;5982;9998
2140;1029;3169
7592;6334;13926
7480;8785;16265
7524;585;8109
5441;8934;14375
1498;9558;11056
8966;737;9703
1286;9920;11206
5568;7651;13219
8904;9795;18699
8375;5622;13997
3752;1511;5263
5215;3245;8460
5225;1521;6746
7718;5595;13313
5324;6103;11427
8160;3081;11241
4946;6767;11713
5778;7187;12965
6796;3311;10107
3816;2937;6753
6050;5414;11464
882;7022;7904
2144;4397;6541
8542;7086;15628
7327;7371;14698
641;4320;4961
3632;837;4469
9438;7059;16497
3298;61;3359
5420;1693;7113
6508;8166;14674
4841;5333;10174
2536;151;2687
9309;4569;13878
5213;8127;13340
1359;6980;8339
2006;1573;3579
8953;1124;10077
9078;5232;14310
8706;5189;13895
3070;5304;8374
8810;2555;11365
682;2271;2953
4566;4383;8949
9379;2462;11841
5234;6936;12170
8514;7532;16046
7059;8424;15483
5531;4752;10283
7626;4713;12339
4275;4729;9004
5178;8653;13831
8953;7667;16620
8147;6798;14945
3727;472;4199
2062;4833;6895
1768;8751;10519
385;9140;9525
9037;4312;13349
2158;2841;4999
2402;1536;3938
4360;9121;13481
4379;9470;13849
371;1607;1978
2560;1973;4533
1830;1702;3532
4360;7997;12357
7676;1709;9385
4270;5834;10104
6061;1148;7209
6499;6613;13112
915;7755;8670
7345;1563;8908
5806;4698;10504
5730;8749;14479
272;9002;9274
8943;9549;18492
187;5212;5399
7604;7059;14663
37;497;534
4322;6398;10720
987;9046;10033
6107;7431;13538
6186;2478;8664
3175;6039;9214
2653;556;3209
6490;9194;15684
7728;7018;14746
9091;4194;13285
6359;2802;9161
6238;8110;14348
6768;8768;15536
2102;1305;3407
5384;6265;11649
6266;1116;7382
2656;8511;11167
3201;3079;6280
9902;9774;19676
9368;1758;11126
8348;4648;12996
8105;3872;11977
2160;8788;10948
6061;3449;9510
7523;7062;14585
8092;5887;13979
6923;6900;13823
1228;1204;2432
425;9633;10058
3613;2591;6204
2000;4400;6400
2479;2991;5470
4506;7582;12088
7349;835;8184
4143;6746;10889
3578;8776;12354
1392;1089;2481
5873;1400;7273
6581;6781;13362
4484;9615;14099
2482;6212;8694
9443;7427;16870
6849;8712;15561
50;3272;3322
4148;2110;6258
7793;1499;9292
718;3188;3906
98;8233;8331
8087;8389;16476
9596;8324;17920
8224;4663;12887
2257;7129;9386
4487;4874;9361
171;6249;6420
4960;4308;9268
8385;1871;10256
8617;5757;14374
2649;1865;4514
6397;7550;13947
9338;4342;13680
4767;1332;6099
4534;5977;10511
4811;4193;9004
2842;1073;3915
2553;1487;4040
8746;2939;11685
8712;4340;13052
1423;4683;6106
1929;6269;8198
9087;5303;14390
4353;8537;12890
2460;1901;4361
8530;9781;18311
5500;4035;9535
7495;3253;10748
7486;8012;15498
8049;5858;13907
8059;1075;9134
1072;477;1549
4036;3505;7541
6130;762;6892
9434;9569;19003
2904;8008;10912
5733;1942;7675
7548;2960;10508
2765;7806;10571
6538;4188;10726
8837;8399;17236
436;4723;5159
8618;7714;16332
6691;5377;12068
603;576;1179
2153;4097;6250
23;4817;4840
7123;2154;9277
6702;9904;16606
6996;4131;11127
3987;8765;12752
7801;2425;10226
27;9645;9672
2724;2166;4890
149;2097;2246
2583;9539;12122
9999;3352;13351
599;9421;10020
760;5899;6659
5721;5946;11667
1471;9852;11323
4738;8144;12882
4450;1668;6118
7063;9632;16695
1521;2942;4463
4582;7940;12522
1112;3665;4777
7689;3118;10807
9916;3542;13458
9500;3202;12702
5189;9385;14574
3685;6359;10044
6587;3901;10488
9216;1669;10885
9605;4505;14110
5585;4486;10071
2746;4710;7456
2784;6167;8951
2522;663;3185
2438;9399;11837
7369;308;7677
7612;4586;12198
8238;2294;10532
645;880;1525
9855;2175;12030
5112;8705;13817
6220;3664;9884
9055;5025;14080
7262;6404;13666
9185;662;9847
2209;4506;6715
4402;2920;7322
8596;4368;12964
4444;1026;5470
1954;4935;6889
7295;2191;9486
9849;980;10829
5469;4501;9970
1391;754;2145
8070;5220;13290
9180;4795;13975
3644;2480;6124
8868;7632;16500
3454;4524;7978
4426;5406;9832
5372;7090;12462
1097;1232;2329
481;3435;3916
2462;3723;6185
6408;839;7247
2253;7534;9787
6932;6423;13355
3639;5251;8890
361;8438;8799
5555;4168;9723
1714;8377;10091
7026;3018;10044
5112;1085;6197
4121;6898;11019
6636;8195;14831
6031;1327;7358
4923;7828;12751
186;8459;8645
6669;4660;11329
8469;6722;15191
2459;8829;11288
1216;3842;5058
9459;3030;12489
8168;8678;16846
3986;3113;7099
747;7303;8050
6205;9726;15931
8585;7688;16273
7961;7545;15506
8188;9850;18038
840;2062;2902
3594;8667;12261
183;5670;5853
7319;6538;13857
4285;9913;14198
8809;1245;10054
4849;2239;7088
7213;4964;12177
3600;4127;7727
2269;3994;6263
6148;8018;14166
772;6110;6882
6476;3092;9568
1319;9060;10379
315;7664;7979
7774;5213;12987
